,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,variety_color
2971,Australia,"Seems rather oak-dominated, boasting ample brown sugar, vanilla and dill scents backed my some briary, blackberry fruit. Fills out a bit with air, so decant an hour or so prior to serving. Drink now.",,85,24.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Vasse River 2004 Cabernet Sauvignon-Merlot (Margaret River),Cabernet Sauvignon-Merlot,Vasse River,#345F8D
2981,Australia,"You've got to like oak to appreciate this wine, which is presently dominated by scents of vanilla, mocha and toasted coconut. It's full bodied and velvety in texture, with hints of black cherry lurking in the background.",Special Select,91,50.0,South Australia,Coonawarra,,Joe Czerwinski,@JoeCz,Penley Estate 2012 Special Select Shiraz (Coonawarra),Shiraz,Penley Estate,#471669
2982,Australia,"Mouthfilling and round, this wine's savory notes of roasted meat, mocha and cracked pepper frame plummy fruit. Vanilla creeps in on the long, supple finish. Drink now through 2025.",Hyland,91,20.0,South Australia,Coonawarra,,Joe Czerwinski,@JoeCz,Penley Estate 2013 Hyland Shiraz (Coonawarra),Shiraz,Penley Estate,#471669
2993,Australia,"A solid value, the 2013 Pillar Box offers oodles of blackberry and plum fruit, framed by vanilla and accented by mocha. It's creamy-velvety in texture, with a rich long finish. Drink now through 2025.",Pillar Box,91,22.0,South Australia,Padthaway,,Joe Czerwinski,@JoeCz,Henry's Drive Vignerons 2013 Pillar Box Shiraz (Padthaway),Shiraz,Henry's Drive Vignerons,#471669
3080,Australia,"Full bodied and concentrated without being overly heavy or tannic, this is a stunning blend of Shiraz (92%) and Viognier (8%). Hints of roasted or grilled meat and black olive balance the bold blackberry fruit, leaving behind a lingering finish of warmth and dusty cocoa. Drink now–2020.",Descendant,94,105.0,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,Torbreck 2007 Descendant Shiraz-Viognier (Barossa Valley),Shiraz-Viognier,Torbreck,#462F7C
3092,Australia,"A lively, balanced wine at an accessible price point, Marquee's 2008 Signature Chard boasts aromas of smoke, vanilla and stone fruit and flavors that follow along similar lines, with white peach and pineapple coming to the fore. Drink now–2012.",Signature,88,15.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Marquee 2008 Signature Chardonnay (Yarra Valley),Chardonnay,Marquee,#440154
3099,Australia,"From a cooler region than its Bin 28 stablemate, Penfolds' 2007 Bin 128 is a medium-bodied Shiraz that features touches of peppery spice, raspberry-cherry fruit and a darker edge of chocolate and coffee. The tannins are supple without being soft, giving this a drinking window that should extend through 2017 or so.",Bin 128,88,26.0,South Australia,Coonawarra,,Joe Czerwinski,@JoeCz,Penfolds 2007 Bin 128 Shiraz (Coonawarra),Shiraz,Penfolds,#471669
3135,Australia,"Full-bodied and firm, this dark-fruited Shiraz an be consumed now with rare beef or lamb, or cellared 2–3 years. Cola and blackberry fruit dominate, with notes of chocolate and cedar chiming in on the finish.",,89,17.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Wildberry Estate 2005 Shiraz (Margaret River),Shiraz,Wildberry Estate,#471669
3277,Australia,"This blend is mainly Shiraz (50%) and Grenache (28%), which accounts for the wine's ample, plummy fruit flavors. Accents of grilled meat and slightly briary overtones add complexity, and the wine finishes dry and savory. Drink now-2012.",The Turk Shiraz-Grenache-Cabernet-Mourvèdre,87,18.0,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,Turkey Flat 2005 The Turk Shiraz-Grenache-Cabernet-Mourvèdre Red (Barossa Valley),Red Blend,Turkey Flat,#3F4788
3288,Australia,"Smoky, cedary notes nicely complement the blueberry fruit in this McLaren Vale Shiraz. It's pretty full on the palate, with a slightly syrupy texture that extends the flavors through a mouthwatering finish. Drink now-2012.",Uncut,87,24.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Gemtree 2006 Uncut Shiraz (McLaren Vale),Shiraz,Gemtree,#471669
3363,Australia,"Lean, tight and austere, this textbook Eden Valley Riesling should develop well over the next 5–8 years, reaching maturity around 2022. Scents of petrichor and tangerine ease into tart lemon-lime notes on the palate, ending tart and mouthpuckering.",Eden Trail,92,18.0,South Australia,Eden Valley,,Joe Czerwinski,@JoeCz,Thorn Clarke 2014 Eden Trail Riesling (Eden Valley),Riesling,Thorn Clarke,#443982
3451,Australia,"An innovative blend of Sauvignon Blanc (53%), Semillon (37%) and Viognier (10%), this medium-bodied wine delivers a mix of figs and melons, underscored by a silky texture. Ready to drink.",Scrubby Rise,88,15.0,South Australia,Adelaide,,Joe Czerwinski,@JoeCz,Wirra Wirra 2015 Scrubby Rise White (Adelaide),White Blend,Wirra Wirra,#32638D
3454,Australia,"This hand-picked, wild-fermented Chardonnay offers a lot to like. Notes of toasted grain, ripe pear and melon create a balanced blend of citrusy fruit and oaky spice, while the refreshing pineapple and clove notes linger on the finish.",,88,21.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,Hill-Smith Estate 2014 Chardonnay (Adelaide Hills),Chardonnay,Hill-Smith Estate,#440154
3459,Australia,"Pretty aromas of cherry and plum blossoms give way to fully ripe, slightly confectionary fruit, backed by hints of mocha. This medium-bodied Pinot Noir is supple in texture and softly dusty on the finish, making it an easy one to drink over the next couple of years.",The Dagger,88,21.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,Riposte 2015 The Dagger Pinot Noir (Adelaide Hills),Pinot Noir,Riposte,#414286
3532,Australia,"Vasse Felix's impressively consistent track record with Cabernet continues with the 2009, a mouth-filling, supple wine that still retains a modicum of structure. Bold cassis fruit is balanced by earthy, meaty complexity and finishes long and mouthwatering. Drinkable now, but it should hold easily through 2020, and possibly longer.",,92,38.0,Western Australia,Margaret River,,Joe Czerwinski,@JoeCz,Vasse Felix 2009 Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,Vasse Felix,#471163
3534,Australia,"D'Arenberg's The Coppermine Road is always structured—sometimes to excess—but the 2009 vintage seems to have the requisite flesh to age successfully. Cedar, chocolate and cassis notes surround a firm core of dusty tannins. Drink from 2015–2025, and possibly beyond.",The Coppermine Road,92,65.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2009 The Coppermine Road Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,D'Arenberg,#471163
3547,Australia,"An austere Riesling in the traditional Australian style, the 2012 Isolation Ridge Riesling appears destined to have a long life. Penetrating lime aromas lead into a palate that's high strung and tight, but lined with mouthwatering fruit. An electric vibrancy of citrus and wet stones lingers on the finish. Drink now–2030.",Isolation Ridge Vineyard,92,40.0,Western Australia,Frankland River,,Joe Czerwinski,@JoeCz,Frankland Estate 2012 Isolation Ridge Vineyard Riesling (Frankland River),Riesling,Frankland Estate,#443982
3554,Australia,"This luxury cuvée from Thorne Clarke combines ripe berries with cinnamon and clove, then adds dollops of vanilla and chocolate, yet never seems overly sweet. Likewise, it's full bodied and rich, yet never goes over the top, maintaining a sense of freshness and structure. Drink now–2020, and possibly beyond.",William Randell,92,50.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Thorn Clarke 2010 William Randell Shiraz (Barossa),Shiraz,Thorn Clarke,#471669
3594,Australia,"Pale straw with a touch of green to its hue, this is a soft, easygoing Moscato redolent of oranges and pineapples. Finishes fresh and clean despite considerable sweetness.",Emeri Moscato,86,13.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,De Bortoli NV Emeri Moscato Sparkling (South Eastern Australia),Sparkling Blend,De Bortoli,#38578C
3595,Australia,"A pleasant, sweet little sipper, with more richness than many Australian Moscatos, balanced through a slight touch of bitterness on the finish. Orange and spice notes are joined by just a faint hint of berry fruit.",Emeri Pink Moscato,86,13.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,De Bortoli NV Emeri Pink Moscato Sparkling (South Eastern Australia),Sparkling Blend,De Bortoli,#38578C
3598,Australia,"Really dark, vibrant purple in color, with oak-inflected notes of cedar, vanilla and chocolate layered over black cherries. It's on the soft, slightly sweet side, but offers an easy-to-drink mouthful of sparkling Shiraz.",The Scarlet Letter Sparkling,86,20.0,South Australia,Padthaway,,Joe Czerwinski,@JoeCz,Henry's Drive Vignerons NV The Scarlet Letter Sparkling Shiraz (Padthaway),Shiraz,Henry's Drive Vignerons,#471669
3679,Australia,"This seems to be an attempt at an Italianate style, with modest alcohol levels (11%) and the accompanying lack of fruit expression. It's largely neutral, with hints of underripe pear and white pepper that combine with chalky notes on the finish.",,84,9.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Jacob's Creek 2009 Pinot Grigio (South Eastern Australia),Pinot Grigio,Jacob's Creek,#423D84
3880,Australia,"Juicy and extracted, with bright jam tones and an open-knit structure. There's plenty of berry fruit here and a nice plum tone to the palate that carries over to the fleeting finish. A good choice for a big crowd.",,86,12.0,South Australia,South Australia,,,,Hellbent 2008 Shiraz-Cabernet Sauvignon (South Australia),Shiraz-Cabernet Sauvignon,Hellbent,#460B5E
3886,Australia,"A solid value, the Marquee Victoria Chardonnay has an appealing restraint, hitting pretty high notes on the nose but turning serious and weighty in the mouth. The cream and papaya flavors reach a nice intensity before fading to a mouthwatering finish of guava and pine nuts. Drink now.",Classic,86,12.0,Victoria,Victoria,,,,Marquee 2008 Classic Chardonnay (Victoria),Chardonnay,Marquee,#440154
3947,Australia,"Earthy and tealike, with those attributes framed by charred, nutty oak. It's supple enough to be balanced for immediate consumption.",Deen De Bortoli Vat 10,83,15.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,De Bortoli 2009 Deen De Bortoli Vat 10 Pinot Noir (South Eastern Australia),Pinot Noir,De Bortoli,#414286
3949,Australia,"Yellow Tail's sparkler is an aromatic blend of Semillon, Traminer, Viognier and Trebbiano that manages to be largely neutral on the palate at the same time it's perfumed on the nose. Frothy and off dry.",Bubbles Sparkling White Wine,83,10.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Yellow Tail NV Bubbles Sparkling White Wine Sparkling (South Eastern Australia),Sparkling Blend,Yellow Tail,#38578C
3952,Australia,"Herbal and green peppercornish, with dark berry flavors and herbal-vegetal notes. Light and crisp; complex for the price.",DB Family Selection,83,9.0,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,De Bortoli 2008 DB Family Selection Shiraz (South Eastern Australia),Shiraz,De Bortoli,#471669
4099,Australia,"Spicy and floral on the nose, this is surprisingly round and soft for an Australian Riesling, but still attractive. Try it young as an apéritif, where the gentleness will subtly prime your palate for things to come.",The Y Series,86,12.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Yalumba 2014 The Y Series Riesling (Barossa),Riesling,Yalumba,#443982
4137,Australia,"Peppers and cloves accent cherry-berry fruit on the nose of this single-vineyard wine. On the palate, it's full bodied and deep and silky in texture, with a long spice-inflected finish.",The Derelict Vineyard,90,29.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2010 The Derelict Vineyard Grenache (McLaren Vale),Grenache,D'Arenberg,#481C6E
4324,Australia,"Lifted and juicy, this impressive effort from Western Australia shows woodsy, cedary notes on a restrained nose. The palate is drenched in gorgeous cassis and cherry cordial fruit framed by gentle tannins. The crisp finish will cut through steak or pork dishes. Imported by America Uncorked.",Awakening,89,25.0,Western Australia,Margaret River,,,,Watershed 2005 Awakening Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,Watershed,#471163
4332,Australia,"Vanilla and fresh lumber notes lead the way, but gardenia and stone fruits emerge in the mouth and lead to a long, creamy finish remniscent of a peach milkshake. A final kick of acidity keeps the whole thing balanced.",Single Vineyard,88,24.0,South Australia,McLaren Vale,,,,Yangarra Estate Vineyard 2007 Single Vineyard Viognier (McLaren Vale),Viognier,Yangarra Estate Vineyard,#45347F
4333,Australia,"Usually one of Yarra's top Pinots, the 2006 YS Reserve is a medium-bodied, rounded wine with extremely soft tannic structure. The aromas hint at brown sugar, coffee and cola, with flavors of roasted root vegetables and a touch of mushroom. Supple and silky on the finish. Drink now.",Reserve,88,60.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Yering Station 2006 Reserve Pinot Noir (Yarra Valley),Pinot Noir,Yering Station,#414286
4669,Australia,"Delicate and light-bodied with plenty to love in the nose, including irresistible notes of bread dough, strawberry and lemon which turn to fresh cherries in the mouth. The finish is focused and very crisp—just a few paces short of tart, actually. This wine screams for raw oysters.",Brut Méthode Traditionelle Sparkling Wine,89,20.0,Tasmania,Tasmania,,,,42°S NV Brut Méthode Traditionelle Sparkling Wine  (Tasmania),Champagne Blend,42°S,#30678D
4723,Australia,"Blended from Yarra Valley and King Valley fruit, this light-bodied Pinot Noir is silky in texture, with a lingering finish. Modest red fruit combines with earthier notes of parsnip. Drink now.",,87,14.0,Victoria,Victoria,,Joe Czerwinski,@JoeCz,Shoofly 2014 Pinot Noir (Victoria),Pinot Noir,Shoofly,#414286
4928,Australia,"Light and fresh in style, with pleasant cherry fruit accented by delicate notes of green herbs and sous bois. It's a pretty wine, quaffable even, with hints of charred oak and coffee showing up on the finish. Drink now.",,86,28.0,Tasmania,Tasmania,,Joe Czerwinski,@JoeCz,Josef Chromy 2009 Pinot Noir (Tasmania),Pinot Noir,Josef Chromy,#414286
